com_name,N,continent,month
Mountain Bluebird,252,North America,feb2024
Eastern Phoebe,77337,North America,feb2024
Downy Woodpecker,192186,North America,feb2024
Gilded Flicker,212,North America,feb2024
Marsh Wren,5478,North America,feb2024
Pine Siskin,154626,North America,feb2024
Pileated Woodpecker,41920,North America,feb2024
Red-crowned Parrot,258,North America,feb2024
Fish Crow,72011,North America,feb2024
Brewer's Blackbird,1841,North America,feb2024
California Quail,4554,North America,feb2024
Lilac-crowned Parrot,3,North America,feb2024
Hawfinch,73,North America,feb2024
Townsend's Warbler,1531,North America,feb2024
Cassin's Finch,482,North America,feb2024
Ring-necked Pheasant,3128,North America,feb2024
Pacific Chorus Frog,23373,North America,feb2024
Black-bellied Whistling-Duck,1650,North America,feb2024
Mexican Jay,28,North America,feb2024
Dog,7146,North America,feb2024
Brant,122,North America,feb2024
Rock Pigeon,4372,North America,feb2024
Whimbrel,1073,North America,feb2024
Pyrrhuloxia,511,North America,feb2024
Gray Wolf,219,North America,feb2024
Cassin's Kingbird,3974,North America,feb2024
Peregrine Falcon,956,North America,feb2024
Orange-crowned Warbler,5598,North America,feb2024
Pygmy Nuthatch,120581,North America,feb2024
Common Goldeneye,3649,North America,feb2024
Northern Pygmy-Owl,1784,North America,feb2024
Power tools,403,North America,feb2024
Northern Saw-whet Owl,1979,North America,feb2024
Clark's Nutcracker,628,North America,feb2024
American Kestrel,3146,North America,feb2024
American Tree Sparrow,57859,North America,feb2024
Purple Finch,3390,North America,feb2024
Herring Gull,3210,North America,feb2024
Ruby-crowned Kinglet,9976,North America,feb2024
American Pipit,863,North America,feb2024
Blue Jay,499914,North America,feb2024
Red-shouldered Hawk,94614,North America,feb2024
Wrentit,3074,North America,feb2024
Long-eared Owl,1385,North America,feb2024
Fireworks,7745,North America,feb2024
Coyote,516,North America,feb2024
Southern Boobook,67,North America,feb2024
Southern Toad,163,North America,feb2024
Prairie Falcon,99,North America,feb2024
Pied Currawong,232,North America,feb2024
Little Raven,193,North America,feb2024
Merlin,818,North America,feb2024
Black Scoter,280,North America,feb2024
Osprey,1963,North America,feb2024
Siren,2990,North America,feb2024
Yosemite Toad,808,North America,feb2024
Laughing Kookaburra,76,North America,feb2024
Tawny Owl,95,North America,feb2024
Red-necked Grebe,40,North America,feb2024
Tufted Titmouse,440800,North America,feb2024
Wild Turkey,7217,North America,feb2024
Rock Wren,256,North America,feb2024
Compact Weaver,161,North America,feb2024
Gray Catbird,6968,North America,feb2024
Great-tailed Grackle,3450,North America,feb2024
American Dipper,104,North America,feb2024
Sulphur-crested Cockatoo,654,North America,feb2024
Brown Thornbill,60,North America,feb2024
Double-crested Cormorant,6,North America,feb2024
Sharp-shinned Hawk,239,North America,feb2024
Lapland Longspur,119,North America,feb2024
Australian Raven,8,North America,feb2024
White Stork,67,North America,feb2024
Northern Harrier,384,North America,feb2024
Rusty Blackbird,2763,North America,feb2024
Ring-necked Duck,165,North America,feb2024
Black-backed Woodpecker,170,North America,feb2024
Rainbow Lorikeet,97,North America,feb2024
Lesser Noddy,29,North America,feb2024
Flammulated Owl,21,North America,feb2024
Eastern Rosella,72,North America,feb2024
Eastern Spinebill,52,North America,feb2024
White-browed Scrubwren,11,North America,feb2024
Collared Forest-Falcon,15,North America,feb2024
Red-headed Woodpecker,2055,North America,feb2024
Yellow-bellied Sapsucker,6575,North America,feb2024
Pacific Screech-Owl,2093,North America,feb2024
Spotted Crake,520,North America,feb2024
Canvasback,71,North America,feb2024
Pine Grosbeak,641,North America,feb2024
Yellow-tailed Black-Cockatoo,7,North America,feb2024
Common Ground Dove,3871,North America,feb2024
Hermit Thrush,3064,North America,feb2024
Australasian Swamphen,30,North America,feb2024
Grasshopper Sparrow,45,North America,feb2024
Human whistle,33,North America,feb2024
Western Screech-Owl,310,North America,feb2024
Striated Pardalote,4,North America,feb2024
Little Bittern,3,North America,feb2024
Australian Ibis,12,North America,feb2024
Crimson Rosella,34,North America,feb2024
Black-and-white Warbler,163,North America,feb2024
Common Pauraque,326,North America,feb2024
Little Corella,4,North America,feb2024
American Wigeon,971,North America,feb2024
Mute Swan,373,North America,feb2024
Lesser Yellowlegs,83,North America,feb2024
Greater Prairie-Chicken,54,North America,feb2024
Great Cormorant,45,North America,feb2024
Noisy Miner,2,North America,feb2024
Red Wattlebird,31,North America,feb2024
Eurasian Scops-Owl,37,North America,feb2024
Eurasian Coot,95,North America,feb2024
American Toad,31,North America,feb2024
Common Poorwill,3598,North America,feb2024
Ross's Goose,113,North America,feb2024
Gray Kingbird,10080,North America,feb2024
Scaly-naped Pigeon,131,North America,feb2024
Black-faced Grassquit,438,North America,feb2024
Bananaquit,304,North America,feb2024
Band-tailed Pigeon,84,North America,feb2024
Common Gallinule,246,North America,feb2024
Pied-billed Grebe,286,North America,feb2024
Asian Koel,1,North America,feb2024
Turkey Vulture,507,North America,feb2024
Eurasian Hoopoe,8,North America,feb2024
Bell Miner,29,North America,feb2024
Zenaida Dove,205,North America,feb2024
Carib Grackle,1079,North America,feb2024
Barn Swallow,1203,North America,feb2024
Gun,251,North America,feb2024
Least Bittern,28,North America,feb2024
Tropical Kingbird,1009,North America,feb2024
Spotted Sandpiper,107,North America,feb2024
Orange-billed Sparrow,352,North America,feb2024
Horned Lark,289,North America,feb2024
Crimson-backed Tanager,1161,North America,feb2024
Snow Bunting,301,North America,feb2024
Ruddy Turnstone,88,North America,feb2024
Buff-rumped Warbler,1255,North America,feb2024
Social Flycatcher,353,North America,feb2024
Black-chested Jay,405,North America,feb2024
Pine Warbler,72419,North America,feb2024
Brown-headed Nuthatch,43008,North America,feb2024
Chipping Sparrow,4121,North America,feb2024
Eastern Towhee,64240,North America,feb2024
Great Crested Flycatcher,320,North America,feb2024
Hoffmann's Woodpecker,434,North America,feb2024
Black-breasted Puffbird,73,North America,feb2024
Great Kiskadee,7984,North America,feb2024
Blue-gray Gnatcatcher,2799,North America,feb2024
Northern Waterthrush,291,North America,feb2024
Red-billed Pigeon,213,North America,feb2024
Palm Warbler,4846,North America,feb2024
Water Rail,98,North America,feb2024
Broad-winged Hawk,346,North America,feb2024
Red-cockaded Woodpecker,382,North America,feb2024
Brown Thrasher,4186,North America,feb2024
Winter Wren,3113,North America,feb2024
White-eyed Vireo,127,North America,feb2024
Boat-tailed Grackle,7667,North America,feb2024
Cape May Warbler,39,North America,feb2024
Brown-headed Cowbird,26362,North America,feb2024
Bachman's Sparrow,514,North America,feb2024
Boreal Chickadee,2116,North America,feb2024
Orange-chinned Parakeet,6611,North America,feb2024
Spring Peeper,6,North America,feb2024
Eastern Gray Squirrel,1502,North America,feb2024
Common Yellowthroat,1123,North America,feb2024
Eurasian Tree Sparrow,12304,North America,feb2024
Rufous-naped Wren,103,North America,feb2024
Loggerhead Shrike,745,North America,feb2024
Louisiana Waterthrush,285,North America,feb2024
Eastern Meadowlark,1943,North America,feb2024
Lincoln's Sparrow,73,North America,feb2024
Worm-eating Warbler,5,North America,feb2024
Bulwer's Petrel,1,North America,feb2024
Rough-legged Hawk,57,North America,feb2024
Tree Swallow,797,North America,feb2024
Roadside Hawk,168,North America,feb2024
Striped Woodhaunter,2432,North America,feb2024
Black-crested Titmouse,14218,North America,feb2024
Least Sandpiper,46,North America,feb2024
Ferruginous Hawk,5,North America,feb2024
Purple Martin,10013,North America,feb2024
Banded Wren,154,North America,feb2024
Inca Dove,3912,North America,feb2024
Black-bellied Plover,326,North America,feb2024
Spotted Thick-knee,311,North America,feb2024
Brown-crested Flycatcher,150,North America,feb2024
Northern Rough-winged Swallow,281,North America,feb2024
Ruby-throated Hummingbird,133,North America,feb2024
Streaked Flycatcher,114,North America,feb2024
Laughing Gull,3539,North America,feb2024
Berylline Hummingbird,529,North America,feb2024
Ladder-backed Woodpecker,1273,North America,feb2024
Red Squirrel,1530,North America,feb2024
Blue-naped Chlorophonia,7,North America,feb2024
Flame-rumped Tanager,58,North America,feb2024
Scarlet-rumped Tanager,21,North America,feb2024
Royal Tern,29,North America,feb2024
Black Rosy-Finch,9,North America,feb2024
Indigo Flowerpiercer,84,North America,feb2024
Green Jay,34,North America,feb2024
House Wren,297,North America,feb2024
Chihuahuan Raven,127,North America,feb2024
Golden-fronted Woodpecker,2303,North America,feb2024
Woodhouse's Scrub-Jay,1232,North America,feb2024
Bonaparte's Gull,151,North America,feb2024
Willet,37,North America,feb2024
Yellow Warbler,35,North America,feb2024
Pacific-slope Flycatcher,30,North America,feb2024
White-throated Antpitta,2697,North America,feb2024
Short-eared Owl,19,North America,feb2024
White-throated Magpie-Jay,121,North America,feb2024
Ruffed Grouse,158,North America,feb2024
Green-tailed Towhee,11,North America,feb2024
Rose-breasted Grosbeak,17,North America,feb2024
White-tailed Kite,116,North America,feb2024
Little Egret,1,North America,feb2024
Snowy Egret,1,North America,feb2024
Cliff Swallow,172,North America,feb2024
Gray Hawk,8,North America,feb2024
Bat Hawk,615,North America,feb2024
Canyon Towhee,186,North America,feb2024
Western Tanager,87,North America,feb2024
Gulf Coast Toad,17,North America,feb2024
Eurasian Wigeon,379,North America,feb2024
Ruby-crowned Tanager,45,North America,feb2024
Boat-billed Heron,80,North America,feb2024
Broad-billed Tody,33,North America,feb2024
Vesper Sparrow,35,North America,feb2024
Black-throated Sparrow,649,North America,feb2024
Violet-green Swallow,405,North America,feb2024
Gray-crowned Rosy-Finch,332,North America,feb2024
Ash-throated Flycatcher,101,North America,feb2024
Rufous Hummingbird,311,North America,feb2024
Savanna Nightjar,2,North America,feb2024
Canada Jay,84,North America,feb2024
Hammond's Flycatcher,150,North America,feb2024
Burrowing Owl,6,North America,feb2024
Cuban Pewee,20,North America,feb2024
Northwestern Crow,172,North America,feb2024
White Ibis,59,North America,feb2024
Blue-black Grassquit,16,North America,feb2024
Brown-capped Rosy-Finch,22,North America,feb2024
White-tipped Dove,261,North America,feb2024
Greenhouse Frog,2,North America,feb2024
Summer Tanager,307,North America,feb2024
Clapper Rail,41,North America,feb2024
Brown-capped Tyrannulet,57,North America,feb2024
Least Flycatcher,11,North America,feb2024
White-throated Swift,21,North America,feb2024
Yellow-chevroned Parakeet,1,North America,feb2024
Redwing,101,North America,feb2024
Palm Tanager,296,North America,feb2024
Elegant Trogon,7,North America,feb2024
Red-crowned Woodpecker,102,North America,feb2024
White-throated Crake,135,North America,feb2024
Yellow-throated Warbler,103,North America,feb2024
Black-throated Gray Warbler,83,North America,feb2024
Yellow-bellied Flycatcher,11,North America,feb2024
Black-throated Green Warbler,17,North America,feb2024
Greater Roadrunner,56,North America,feb2024
Acadian Flycatcher,27,North America,feb2024
Rufous-crowned Sparrow,113,North America,feb2024
Sanderling,44,North America,feb2024
Black-necked Stilt,291,North America,feb2024
Blue-winged Teal,69,North America,feb2024
Blue-headed Parrot,87,North America,feb2024
Wilson's Warbler,9,North America,feb2024
Brown-backed Solitaire,5,North America,feb2024
Bufflehead,44,North America,feb2024
Slaty Flowerpiercer,72,North America,feb2024
Great Plains Toad,13,North America,feb2024
Horned Grebe,16,North America,feb2024
American Black Duck,40,North America,feb2024
Blue Ground Dove,23,North America,feb2024
Sooty Grouse,51,North America,feb2024
Blue-gray Tanager,79,North America,feb2024
Hoary Redpoll,42,North America,feb2024
White Wagtail,9,North America,feb2024
Egyptian Goose,246,North America,feb2024
Bay Wren,32,North America,feb2024
Great Black-backed Gull,59,North America,feb2024
White-bearded Antshrike,157,North America,feb2024
Clay-colored Thrush,819,North America,feb2024
Broad-tailed Hummingbird,1,North America,feb2024
Red Knot,487,North America,feb2024
Heermann's Gull,5,North America,feb2024
California Gnatcatcher,18,North America,feb2024
Broad-billed Motmot,8,North America,feb2024
Sharp-tailed Grouse,41,North America,feb2024
Copper-throated Sunbird,3,North America,feb2024
Yellow-browed Warbler,1,North America,feb2024
Olive-backed Sunbird,13,North America,feb2024
Brown-throated Sunbird,30,North America,feb2024
Asian Glossy Starling,9,North America,feb2024
Stork-billed Kingfisher,16,North America,feb2024
Cinnamon-headed Green-Pigeon,2,North America,feb2024
Orange-bellied Flowerpecker,1,North America,feb2024
Swinhoe's White-eye,1,North America,feb2024
Arctic Warbler,20,North America,feb2024
Yellow-vented Bulbul,20,North America,feb2024
Laysan Albatross,3,North America,feb2024
Crimson Sunbird,10,North America,feb2024
Black-naped Monarch,3,North America,feb2024
Purple Sunbird,13,North America,feb2024
Common Tailorbird,1,North America,feb2024
Blue-throated Bee-eater,1,North America,feb2024
Spotted Dove,123,North America,feb2024
Dark-necked Tailorbird,1,North America,feb2024
Boreal Owl,112,North America,feb2024
Lineated Barbet,13,North America,feb2024
Pin-striped Tit-Babbler,22,North America,feb2024
Common Hill Myna,1,North America,feb2024
Red-throated Loon,54,North America,feb2024
Black-naped Oriole,26,North America,feb2024
Red Junglefowl,19,North America,feb2024
Scaly-breasted Munia,10,North America,feb2024
Indian Peafowl,28,North America,feb2024
Bright-rumped Attila,206,North America,feb2024
Bird-voiced Treefrog,148,North America,feb2024
Western Gull,86,North America,feb2024
Great Spotted Woodpecker,122,North America,feb2024
Eurasian Green Woodpecker,7,North America,feb2024
Long-billed Thrasher,48,North America,feb2024
Gray Cuckooshrike,4,North America,feb2024
Collared Aracari,101,North America,feb2024
Pied Cuckoo,39,North America,feb2024
Keel-billed Toucan,48,North America,feb2024
Northern Bobwhite,49,North America,feb2024
Western Meadowlark,151,North America,feb2024
Blue-headed Vireo,46,North America,feb2024
Green Heron,39,North America,feb2024
Smooth-billed Ani,22,North America,feb2024
Monk Parakeet,23,North America,feb2024
Swainson's Thrush,2,North America,feb2024
Southern Rough-winged Swallow,39,North America,feb2024
Thick-billed Euphonia,445,North America,feb2024
Black-headed Gull,30,North America,feb2024
Golden-hooded Tanager,2,North America,feb2024
Mistletoe Tyrannulet,105,North America,feb2024
Golden-collared Manakin,5,North America,feb2024
Wilson's Snipe,24,North America,feb2024
Streak-throated Woodpecker,25,North America,feb2024
Victorin's Warbler,50,North America,feb2024
Scarlet Macaw,16,North America,feb2024
Ashy-headed Green-Pigeon,1,North America,feb2024
Lewis's Woodpecker,9,North America,feb2024
Scrub Euphonia,5,North America,feb2024
Northern Fulmar,2,North America,feb2024
Great Bittern,53,North America,feb2024
Pickerel Frog,72,North America,feb2024
Lawrence's Goldfinch,464,North America,feb2024
Crissal Thrasher,153,North America,feb2024
Surfbird,1,North America,feb2024
Red-legged Honeycreeper,24,North America,feb2024
Long-tailed Tit,797,North America,feb2024
Boat-billed Flycatcher,60,North America,feb2024
Yellow-billed Cuckoo,12,North America,feb2024
Common Wood-Pigeon,19,North America,feb2024
Gray Heron,2,North America,feb2024
Chestnut-headed Oropendola,2456,North America,feb2024
Honey Bee,32,North America,feb2024
Crested Oropendola,28,North America,feb2024
Red-breasted Sapsucker,106,North America,feb2024
Rosy Starling,26,North America,feb2024
Warbling White-eye,111,North America,feb2024
Ridgway's Rail,9,North America,feb2024
Turquoise-browed Motmot,45,North America,feb2024
Zebra Dove,31,North America,feb2024
Bell's Sparrow,83,North America,feb2024
Lesson's Motmot,25,North America,feb2024
Barred Forest-Falcon,4,North America,feb2024
Lineated Woodpecker,15,North America,feb2024
Long-tailed Duck,51,North America,feb2024
Gray Flycatcher,14,North America,feb2024
Short-billed Dowitcher,5,North America,feb2024
Brambling,12,North America,feb2024
Common Firecrest,69,North America,feb2024
Eurasian Magpie,134,North America,feb2024
Nashville Warbler,1,North America,feb2024
California Thrasher,646,North America,feb2024
Fulvous-vented Euphonia,1,North America,feb2024
Yellow-throated Vireo,24,North America,feb2024
Common Eider,37,North America,feb2024
Hooded Oriole,30,North America,feb2024
Ringed Kingfisher,27,North America,feb2024
Goldcrest,39,North America,feb2024
Black-tailed Gnatcatcher,189,North America,feb2024
Eurasian Woodcock,5,North America,feb2024
Orange-fronted Parakeet,15,North America,feb2024
Black Vulture,32,North America,feb2024
Buff-throated Saltator,134,North America,feb2024
Panama Flycatcher,2,North America,feb2024
Florida Scrub-Jay,17,North America,feb2024
Stripe-tailed Yellow-Finch,922,North America,feb2024
Common Cuckoo,1,North America,feb2024
American Redstart,19,North America,feb2024
Laughing Falcon,7,North America,feb2024
Yellow-olive Flycatcher,74,North America,feb2024
Dusky Flycatcher,45,North America,feb2024
Common Murre,3,North America,feb2024
Green Kingfisher,11,North America,feb2024
Chuck-will's-widow,239,North America,feb2024
Greater Sage-Grouse,12,North America,feb2024
Great Egret,176,North America,feb2024
Mountain Quail,36,North America,feb2024
MacGillivray's Warbler,52,North America,feb2024
Eurasian Nightjar,4,North America,feb2024
Warbling Vireo,26,North America,feb2024
Buff-throated Foliage-gleaner,15,North America,feb2024
Song Thrush,63,North America,feb2024
Vermilion Flycatcher,14,North America,feb2024
Eurasian Curlew,39,North America,feb2024
Gray-cowled Wood-Rail,97,North America,feb2024
European Robin,1405,North America,feb2024
Yellow-naped Parrot,18,North America,feb2024
American Bullfrog,20,North America,feb2024
Ruddy Duck,6,North America,feb2024
Crested Guan,122,North America,feb2024
Human non-vocal,1,North America,feb2024
Red-capped Manakin,3,North America,feb2024
Barking Owl,7,North America,feb2024
Tropical Screech-Owl,13,North America,feb2024
Band-backed Wren,9,North America,feb2024
Crested Caracara,5,North America,feb2024
Ferruginous Pygmy-Owl,200,North America,feb2024
Eurasian Blue Tit,695,North America,feb2024
Common Chaffinch,71,North America,feb2024
Ruddy Ground Dove,2,North America,feb2024
Western Kingbird,5,North America,feb2024
Black Rail,8,North America,feb2024
Bare-throated Tiger-Heron,27,North America,feb2024
White-faced Ground-Sparrow,1,North America,feb2024
Field Sparrow,1079,North America,feb2024
Great Antshrike,2,North America,feb2024
Gray-headed Chachalaca,149,North America,feb2024
Groove-billed Ani,124,North America,feb2024
Cinnamon-bellied Saltator,52,North America,feb2024
Solitary Sandpiper,32,North America,feb2024
Pale-vented Pigeon,8,North America,feb2024
White-fronted Parrot,27,North America,feb2024
Short-billed Pigeon,66,North America,feb2024
Melodious Blackbird,271,North America,feb2024
Golden-crowned Warbler,7,North America,feb2024
Wedge-billed Woodcreeper,14,North America,feb2024
Masked Tityra,2,North America,feb2024
American Avocet,15,North America,feb2024
Loggerhead Kingbird,3,North America,feb2024
American Three-toed Woodpecker,21,North America,feb2024
Fasciated Antshrike,63,North America,feb2024
Mississippi Kite,12,North America,feb2024
White-tailed Hawk,10,North America,feb2024
Streak-headed Woodcreeper,4,North America,feb2024
Common Nighthawk,50,North America,feb2024
Scott's Oriole,4,North America,feb2024
Bridled Titmouse,7,North America,feb2024
Gartered Trogon,85,North America,feb2024
Nanday Parakeet,29,North America,feb2024
Northern Hawk Owl,1,North America,feb2024
Bendire's Thrasher,5,North America,feb2024
Long-billed Dowitcher,43,North America,feb2024
Yellow-bellied Elaenia,6,North America,feb2024
Squirrel Cuckoo,17,North America,feb2024
Brewer's Sparrow,43,North America,feb2024
Dusky Antbird,3,North America,feb2024
Sage Thrasher,4,North America,feb2024
European Goldfinch,301,North America,feb2024
Marbled Murrelet,25,North America,feb2024
Piratic Flycatcher,10,North America,feb2024
Pacific Loon,16,North America,feb2024
Rock Bunting,61,North America,feb2024
Forster's Tern,19,North America,feb2024
Cinnamon Hummingbird,8,North America,feb2024
Eared Grebe,7,North America,feb2024
European Pied Flycatcher,10,North America,feb2024
Rose-throated Becard,28,North America,feb2024
Eastern Wood-Pewee,9,North America,feb2024
Gray Partridge,29,North America,feb2024
White-headed Woodpecker,6,North America,feb2024
Red-naped Sapsucker,7,North America,feb2024
Dark-throated Oriole,8,North America,feb2024
Greater Racket-tailed Drongo,1,North America,feb2024
Black-hooded Oriole,2,North America,feb2024
Collared Kingfisher,56,North America,feb2024
House Crow,90,North America,feb2024
Ashy Tailorbird,4,North America,feb2024
Sacred Kingfisher,5,North America,feb2024
Japanese Bush Warbler,32,North America,feb2024
Chukar,245,North America,feb2024
Great Gray Owl,6,North America,feb2024
Pale-legged Leaf Warbler,14,North America,feb2024
Leach's Storm-Petrel,50,North America,feb2024
Great Tit,645,North America,feb2024
Strong-billed Woodcreeper,2,North America,feb2024
Long-billed Gnatwren,6,North America,feb2024
Yellow-margined Flycatcher,1,North America,feb2024
Dusky-faced Tanager,3,North America,feb2024
Chestnut-capped Warbler,1,North America,feb2024
Bornean Stubtail,21,North America,feb2024
Crimson-fronted Parakeet,14,North America,feb2024
Black Woodpecker,13,North America,feb2024
Slate-colored Seedeater,2,North America,feb2024
White-winged Becard,1,North America,feb2024
Eurasian Siskin,34,North America,feb2024
White-throated Kingfisher,1,North America,feb2024
Greater Scaup,7,North America,feb2024
Green Hermit,5,North America,feb2024
Violet-headed Hummingbird,2,North America,feb2024
Marbled Godwit,2,North America,feb2024
Black-striped Sparrow,2,North America,feb2024
Antillean Nighthawk,1,North America,feb2024
Bank Swallow,1,North America,feb2024
Great Curassow,4,North America,feb2024
Montezuma Oropendola,31,North America,feb2024
Gray-fronted Dove,6,North America,feb2024
Golden Eagle,8,North America,feb2024
Blue-backed Tanager,2,North America,feb2024
Eurasian Blackbird,235,North America,feb2024
Small Buttonquail,2,North America,feb2024
Chestnut-vented Nuthatch,26,North America,feb2024
Cattle Egret,141,North America,feb2024
Ortolan Bunting,1,North America,feb2024
Coal Tit,150,North America,feb2024
Short-toed Treecreeper,93,North America,feb2024
Giant Wren,1,North America,feb2024
White-crowned Tapaculo,1,North America,feb2024
White-naped Tit,1,North America,feb2024
Middendorff's Grasshopper Warbler,1,North America,feb2024
Black-throated Grosbeak,100,North America,feb2024
Eastern Chipmunk,245,North America,feb2024
Painted Bunting,3,North America,feb2024
Western Spindalis,8,North America,feb2024
Eurasian Moorhen,22,North America,feb2024
Greater Pewee,4,North America,feb2024
Greater Angle-wing,1,North America,feb2024
Common Chiffchaff,43,North America,feb2024
Australian Magpie,59,North America,feb2024
Gray Butcherbird,19,North America,feb2024
Franklin's Gull,10,North America,feb2024
Pied Butcherbird,3,North America,feb2024
Silvereye,2,North America,feb2024
Australian King-Parrot,37,North America,feb2024
Lewin's Honeyeater,3,North America,feb2024
Eurasian Jackdaw,4,North America,feb2024
Juniper Titmouse,7,North America,feb2024
Seaside Sparrow,12,North America,feb2024
Cave Swallow,2,North America,feb2024
Surf Scoter,14,North America,feb2024
Yellow-headed Blackbird,12,North America,feb2024
Yellow Rail,4,North America,feb2024
Black-and-white Shrike-flycatcher,7,North America,feb2024
Red-faced Mousebird,13,North America,feb2024
Olive Sparrow,21,North America,feb2024
Black-headed Trogon,301,North America,feb2024
Yellow-throated Euphonia,69,North America,feb2024
Common Crane,3,North America,feb2024
Black-chinned Hummingbird,171,North America,feb2024
Bearded Reedling,2,North America,feb2024
White-browed Piculet,19,North America,feb2024
Dunnock,27,North America,feb2024
Andean Flamingo,56,North America,feb2024
Noisy Friarbird,1,North America,feb2024
Laced Woodpecker,3,North America,feb2024
Cassin's Vireo,30,North America,feb2024
Gray-chinned Hermit,3,North America,feb2024
Tree Pipit,6,North America,feb2024
Gray Fantail,24,North America,feb2024
Chimney Swift,30,North America,feb2024
Common Myna,109,North America,feb2024
Western Wood-Pewee,11,North America,feb2024
Eastern Whipbird,1,North America,feb2024
White-bearded Manakin,2,North America,feb2024
European Greenfinch,31,North America,feb2024
White-fringed Antwren,1,North America,feb2024
Black-headed Saltator,115,North America,feb2024
Sandwich Tern,20,North America,feb2024
Eurasian Nuthatch,13,North America,feb2024
Eurasian Jay,7,North America,feb2024
Eurasian Wren,211,North America,feb2024
Crested Tit,22,North America,feb2024
Sedge Wren,2,North America,feb2024
European Serin,13,North America,feb2024
Gray Wagtail,5,North America,feb2024
White-tailed Ptarmigan,3,North America,feb2024
Reddish Hermit,3,North America,feb2024
Pale-billed Woodpecker,2,North America,feb2024
African Collared-Dove,1,North America,feb2024
Long-tailed Tyrant,21,North America,feb2024
Yellow-green Vireo,13,North America,feb2024
Olivaceous Woodcreeper,1,North America,feb2024
Common Tody-Flycatcher,19,North America,feb2024
Richard's Pipit,1,North America,feb2024
Ochre-bellied Flycatcher,5,North America,feb2024
Green Honeycreeper,9,North America,feb2024
Gray Francolin,58,North America,feb2024
Lesser Black-backed Gull,3,North America,feb2024
Little Tinamou,3,North America,feb2024
Yucatan Woodpecker,1,North America,feb2024
Yucatan Flycatcher,1,North America,feb2024
Strecker's Chorus Frog,117,North America,feb2024
Spot-winged Wood-Quail,1,North America,feb2024
Golden-cheeked Warbler,9,North America,feb2024
Scaly-breasted Hummingbird,9,North America,feb2024
Australian Masked-Owl,26,North America,feb2024
Striped Cuckoo,10,North America,feb2024
Gray-cheeked Thrush,22,North America,feb2024
Rufous-tailed Hummingbird,268,North America,feb2024
Red-eyed Vireo,2,North America,feb2024
Brown Goshawk,1,North America,feb2024
Tropical Pewee,7,North America,feb2024
Orange-bellied Euphonia,8,North America,feb2024
Yellow-crowned Euphonia,4,North America,feb2024
Cassin's Sparrow,2,North America,feb2024
Bearded Bellbird,1,North America,feb2024
Andean Gull,1,North America,feb2024
Red-throated Caracara,1,North America,feb2024
Lark Sparrow,26,North America,feb2024
Hepatic Tanager,15,North America,feb2024
Lemon-throated Barbet,12,North America,feb2024
Sagebrush Sparrow,6,North America,feb2024
Couch's Kingbird,46,North America,feb2024
Scale-crested Pygmy-Tyrant,4,North America,feb2024
Wood Stork,1,North America,feb2024
Spotted Antbird,1,North America,feb2024
Swallow-tailed Kite,106,North America,feb2024
Black Skimmer,5,North America,feb2024
Red-wattled Lapwing,5,North America,feb2024
Rose-ringed Parakeet,139,North America,feb2024
Northern Goshawk,5,North America,feb2024
Dusky-capped Flycatcher,21,North America,feb2024
Rusty-margined Flycatcher,24,North America,feb2024
Long-billed Curlew,2,North America,feb2024
Broad-billed Hummingbird,3,North America,feb2024
Rufous-capped Warbler,11,North America,feb2024
Green Sandpiper,1,North America,feb2024
Spotted Chorus Frog,5,North America,feb2024
Northern Cricket Frog,8,North America,feb2024
Striped Chorus Frog,5,North America,feb2024
Southeastern Field Cricket,18,North America,feb2024
Savi's Warbler,3,North America,feb2024
Semipalmated Plover,18,North America,feb2024
Southern Cricket Frog,6,North America,feb2024
White-eared Bulbul,4,North America,feb2024
Asian Pied Starling,9,North America,feb2024
Rook,8,North America,feb2024
Common Redshank,1,North America,feb2024
Ruddy Shelduck,2,North America,feb2024
Red-vented Bulbul,18,North America,feb2024
Hypocolius,3,North America,feb2024
Laughing Dove,19,North America,feb2024
Booted Warbler,2,North America,feb2024
Gray-headed Tanager,1,North America,feb2024
King Rail,2,North America,feb2024
Audubon's Oriole,3,North America,feb2024
Lesser Nighthawk,5,North America,feb2024
Pigeon Guillemot,3,North America,feb2024
Crescent-chested Warbler,1,North America,feb2024
Chestnut-winged Cuckoo,2,North America,feb2024
Eurasian Kestrel,4,North America,feb2024
Arizona Toad,17,North America,feb2024
Purple Gallinule,2,North America,feb2024
Northern Parula,24,North America,feb2024
Vaux's Swift,7,North America,feb2024
Jumping Bush Cricket,7,North America,feb2024
Eurasian Skylark,8,North America,feb2024
Yellow-crowned Night-Heron,3,North America,feb2024
Roseate Spoonbill,8,North America,feb2024
Henslow's Sparrow,1,North America,feb2024
Carrion Crow,48,North America,feb2024
Willow Ptarmigan,1,North America,feb2024
Black-faced Grosbeak,28,North America,feb2024
Mealy Parrot,55,North America,feb2024
Spot-breasted Wren,7,North America,feb2024
Botteri's Sparrow,12,North America,feb2024
Common Kingfisher,1,North America,feb2024
Brown-hooded Parrot,1,North America,feb2024
Red-lored Parrot,12,North America,feb2024
Blue-black Grosbeak,14,North America,feb2024
Common Greenshank,1,North America,feb2024
Rufous-tailed Jacamar,4,North America,feb2024
Brown Jay,5,North America,feb2024
Northern Emerald-Toucanet,4,North America,feb2024
Hooded Crow,6,North America,feb2024
Eurasian Sparrowhawk,1,North America,feb2024
Harlequin Duck,2,North America,feb2024
Amazon Kingfisher,3,North America,feb2024
Indigo Bunting,3,North America,feb2024
